image_path,gt_path,label
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000007.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000007.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000002.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000002.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000022.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000022.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/malignant_000298.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/malignant_000298.png,malignant
/workspace/shared_files/Dataset_TFM/images/DatasetB/malignant_000141.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/malignant_000141.png,malignant
/workspace/shared_files/Dataset_TFM/images/DatasetB/malignant_000143.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/malignant_000143.png,malignant
/workspace/shared_files/Dataset_TFM/images/DatasetB/malignant_000054.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/malignant_000054.png,malignant
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000063.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000063.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000021.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000021.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/malignant_000146.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/malignant_000146.png,malignant
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000079.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000079.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000112.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000112.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/malignant_000307.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/malignant_000307.png,malignant
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000076.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000076.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000093.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000093.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000087.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000087.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000089.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000089.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000128.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000128.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000037.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000037.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000115.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000115.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000120.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000120.png,benign
/workspace/shared_files/Dataset_TFM/images/DatasetB/benign_000073.png,/workspace/shared_files/Dataset_TFM/gt/DatasetB/benign_000073.png,benign
