image_path,gt_path,label
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/malignant_181.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/malignant_181.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (283).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (283).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_135.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_135.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (99).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (99).png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_163.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_163.png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000067.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000067.png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_360.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_360.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (125).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (125).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (159).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (159).png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_75.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_75.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (164).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (164).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000101.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000101.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (83).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (83).png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_malignant_211.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_malignant_211.png,malignant
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_302.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_302.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_165.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_165.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (14).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (14).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (199).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (199).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000073.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000073.png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_380.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_380.png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_57.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_57.png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_malignant_288.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_malignant_288.png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000307.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000307.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (31).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (31).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (33).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (33).png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_malignant_246.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_malignant_246.png,malignant
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_malignant_44.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_malignant_44.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (279).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (279).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_162.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_162.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (384).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (384).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000042.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000042.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (68).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (68).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (52).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (52).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (336).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (336).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (91).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (91).png,malignant
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_54.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_54.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_122.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_122.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/malignant_179.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/malignant_179.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (239).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (239).png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_319.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_319.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (111).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (111).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (173).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (173).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (210).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (210).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_120.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_120.png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_76.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_76.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (318).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (318).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/malignant_191.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/malignant_191.png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_103.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_103.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (122).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (122).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000147.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000147.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (26).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (26).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000081.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000081.png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_malignant_5.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_malignant_5.png,malignant
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_389.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_389.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (21).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (21).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (132).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (132).png,benign
/workspace/shared_files/TFM_Dataset/images/Dataset_paper1-12/D1-12_benign_399.png,/workspace/shared_files/TFM_Dataset/gt/Dataset_paper1-12/D1-12_benign_399.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (226).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (226).png,benign
