image_path,gt_path,label
/workspace/shared_files/Dataset_TFM/images/BUSI/benign (176).png,/workspace/shared_files/Dataset_TFM/gt/BUSI/benign (176).png,benign
/workspace/shared_files/Dataset_TFM/images/BUSI/benign (157).png,/workspace/shared_files/Dataset_TFM/gt/BUSI/benign (157).png,benign
/workspace/shared_files/Dataset_TFM/images/ExpandedUnetPaper/benign_101.png,/workspace/shared_files/Dataset_TFM/gt/ExpandedUnetPaper/benign_101.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSI/malignant (82).png,/workspace/shared_files/Dataset_TFM/gt/BUSI/malignant (82).png,malignant
/workspace/shared_files/Dataset_TFM/images/BUSI/benign (63).png,/workspace/shared_files/Dataset_TFM/gt/BUSI/benign (63).png,benign
/workspace/shared_files/Dataset_TFM/images/BUSI/malignant (20).png,/workspace/shared_files/Dataset_TFM/gt/BUSI/malignant (20).png,malignant
/workspace/shared_files/Dataset_TFM/images/ExpandedUnetPaper/benign_167.png,/workspace/shared_files/Dataset_TFM/gt/ExpandedUnetPaper/benign_167.png,benign
/workspace/shared_files/Dataset_TFM/images/Dataset_paper1-12/D1-12_benign_98.png,/workspace/shared_files/Dataset_TFM/gt/Dataset_paper1-12/D1-12_benign_98.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSI/benign (97).png,/workspace/shared_files/Dataset_TFM/gt/BUSI/benign (97).png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case458.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case458.png,benign
/workspace/shared_files/Dataset_TFM/images/ExpandedUnetPaper/benign_139.png,/workspace/shared_files/Dataset_TFM/gt/ExpandedUnetPaper/benign_139.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSI/normal (69).png,/workspace/shared_files/Dataset_TFM/gt/BUSI/normal (69).png,normal
/workspace/shared_files/Dataset_TFM/images/BUSI/benign (329).png,/workspace/shared_files/Dataset_TFM/gt/BUSI/benign (329).png,benign
/workspace/shared_files/Dataset_TFM/images/Dataset_paper1-12/D1-12_malignant_235.png,/workspace/shared_files/Dataset_TFM/gt/Dataset_paper1-12/D1-12_malignant_235.png,malignant
/workspace/shared_files/Dataset_TFM/images/ExpandedUnetPaper/benign_136.png,/workspace/shared_files/Dataset_TFM/gt/ExpandedUnetPaper/benign_136.png,benign
/workspace/shared_files/Dataset_TFM/images/ExpandedUnetPaper/benign_21.png,/workspace/shared_files/Dataset_TFM/gt/ExpandedUnetPaper/benign_21.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case328.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case328.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case5.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case5.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case315.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case315.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case517.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case517.png,benign
