image_path,gt_path,label
/home/imartinez/Dataset_TFM/images/BUSIS/benign_case216.png,/home/imartinez/Dataset_TFM/gt/BUSIS/benign_case216.png,benign
/home/imartinez/Dataset_TFM/images/BUSIS/benign_case206.png,/home/imartinez/Dataset_TFM/gt/BUSIS/benign_case206.png,benign
/home/imartinez/Dataset_TFM/images/BUSIS/benign_case267.png,/home/imartinez/Dataset_TFM/gt/BUSIS/benign_case267.png,benign
/home/imartinez/Dataset_TFM/images/ExpandedUnetPaper/benign_140.png,/home/imartinez/Dataset_TFM/gt/ExpandedUnetPaper/benign_140.png,benign
/home/imartinez/Dataset_TFM/images/ExpandedUnetPaper/benign_177.png,/home/imartinez/Dataset_TFM/gt/ExpandedUnetPaper/benign_177.png,benign
/home/imartinez/Dataset_TFM/images/BUSI/benign (32).png,/home/imartinez/Dataset_TFM/gt/BUSI/benign (32).png,benign
/home/imartinez/Dataset_TFM/images/BUSIS/benign_case322.png,/home/imartinez/Dataset_TFM/gt/BUSIS/benign_case322.png,benign
/home/imartinez/Dataset_TFM/images/BUSI/benign (176).png,/home/imartinez/Dataset_TFM/gt/BUSI/benign (176).png,benign
/home/imartinez/Dataset_TFM/images/DatasetB/benign_000021.png,/home/imartinez/Dataset_TFM/gt/DatasetB/benign_000021.png,benign
/home/imartinez/Dataset_TFM/images/DatasetB/benign_000099.png,/home/imartinez/Dataset_TFM/gt/DatasetB/benign_000099.png,benign
/home/imartinez/Dataset_TFM/images/BUSI/malignant (203).png,/home/imartinez/Dataset_TFM/gt/BUSI/malignant (203).png,malignant
/home/imartinez/Dataset_TFM/images/ExpandedUnetPaper/benign_138.png,/home/imartinez/Dataset_TFM/gt/ExpandedUnetPaper/benign_138.png,benign
/home/imartinez/Dataset_TFM/images/DatasetB/benign_000042.png,/home/imartinez/Dataset_TFM/gt/DatasetB/benign_000042.png,benign
/home/imartinez/Dataset_TFM/images/BUSIS/benign_case523.png,/home/imartinez/Dataset_TFM/gt/BUSIS/benign_case523.png,benign
/home/imartinez/Dataset_TFM/images/BUSI/normal (60).png,/home/imartinez/Dataset_TFM/gt/BUSI/normal (60).png,normal
/home/imartinez/Dataset_TFM/images/BUSI/malignant (156).png,/home/imartinez/Dataset_TFM/gt/BUSI/malignant (156).png,malignant
/home/imartinez/Dataset_TFM/images/BUSI/benign (88).png,/home/imartinez/Dataset_TFM/gt/BUSI/benign (88).png,benign
/home/imartinez/Dataset_TFM/images/DatasetB/benign_000013.png,/home/imartinez/Dataset_TFM/gt/DatasetB/benign_000013.png,benign
/home/imartinez/Dataset_TFM/images/BUSIS/benign_case465.png,/home/imartinez/Dataset_TFM/gt/BUSIS/benign_case465.png,benign
/home/imartinez/Dataset_TFM/images/BUSI/benign (154).png,/home/imartinez/Dataset_TFM/gt/BUSI/benign (154).png,benign
/home/imartinez/Dataset_TFM/images/BUSI/benign (190).png,/home/imartinez/Dataset_TFM/gt/BUSI/benign (190).png,benign
/home/imartinez/Dataset_TFM/images/BUSI/benign (14).png,/home/imartinez/Dataset_TFM/gt/BUSI/benign (14).png,benign
/home/imartinez/Dataset_TFM/images/ExpandedUnetPaper/benign_56.png,/home/imartinez/Dataset_TFM/gt/ExpandedUnetPaper/benign_56.png,benign
/home/imartinez/Dataset_TFM/images/ExpandedUnetPaper/benign_9.png,/home/imartinez/Dataset_TFM/gt/ExpandedUnetPaper/benign_9.png,benign
