image_path,gt_path,label
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case325.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case325.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case353.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case353.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case323.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case323.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case383.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case383.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case109.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case109.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case481.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case481.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case20.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case20.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case341.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case341.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case441.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case441.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case351.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case351.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case120.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case120.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case444.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case444.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case561.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case561.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case72.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case72.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case141.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case141.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case555.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case555.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case439.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case439.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case162.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case162.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case105.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case105.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case339.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case339.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case365.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case365.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case553.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case553.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case408.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case408.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case133.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case133.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case114.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case114.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case51.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case51.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case347.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case347.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case201.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case201.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case545.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case545.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case305.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case305.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case297.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case297.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case172.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case172.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case67.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case67.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case354.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case354.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case116.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case116.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case182.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case182.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case423.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case423.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case384.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case384.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case167.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case167.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case531.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case531.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case393.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case393.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case142.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case142.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case189.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case189.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case287.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case287.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case13.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case13.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case342.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case342.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case366.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case366.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case240.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case240.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case178.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case178.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case503.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case503.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case282.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case282.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case398.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case398.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case534.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case534.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case64.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case64.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case280.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case280.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case157.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case157.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case12.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case12.png,benign
/workspace/shared_files/Dataset_TFM/images/BUSIS/benign_case134.png,/workspace/shared_files/Dataset_TFM/gt/BUSIS/benign_case134.png,benign
